  Disciplina,         Nome da disciplina,            Professor,Créd,Trm,Destino,Vag,Turno,Horário/ Unidade,Hr Dist.,SHF,Pré-Req,Depto
INF2193, PESQ TESE I EM ENG DE SOFTWARE ,ALESSANDRO FABRICIO GARCIA,3,3WF,QQC,9,D,GAVEA,0,3,NÃO,INF
INF2194, PESQ TESE II EM ENG SOFTWARE ,CARLOS JOSE PEREIRA DE LUCENA,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2194, PESQ TESE II EM ENG SOFTWARE ,ARNDT VON STAA,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2194, PESQ TESE II EM ENG SOFTWARE ,JULIO CESAR SAMPAIO DO PRADO LEITE,3,3WC,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2194, PESQ TESE II EM ENG SOFTWARE ,HUGO FUKS,3,3WD,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2194, PESQ TESE II EM ENG SOFTWARE ,ALESSANDRO FABRICIO GARCIA,3,3WF,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2195, PESQ TESE III EM ENG SOFTWARE ,CARLOS JOSE PEREIRA DE LUCENA,3,3WA,QQC,9,D,GAVEA,0,3,NÃO,INF
INF2195, PESQ TESE III EM ENG SOFTWARE ,ARNDT VON STAA,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2195, PESQ TESE III EM ENG SOFTWARE ,JULIO CESAR SAMPAIO DO PRADO LEITE,3,3WC,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2195, PESQ TESE III EM ENG SOFTWARE ,HUGO FUKS,3,3WD,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2195, PESQ TESE III EM ENG SOFTWARE ,ALESSANDRO FABRICIO GARCIA,3,3WF,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2196, PESQ TESE IV EM ENG SOFTWARE ,CARLOS JOSE PEREIRA DE LUCENA,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2196, PESQ TESE IV EM ENG SOFTWARE ,ARNDT VON STAA,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2196, PESQ TESE IV EM ENG SOFTWARE ,JULIO CESAR SAMPAIO DO PRADO LEITE,3,3WC,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2196, PESQ TESE IV EM ENG SOFTWARE ,HUGO FUKS,3,3WD,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2196, PESQ TESE IV EM ENG SOFTWARE ,ALESSANDRO FABRICIO GARCIA,3,3WF,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2217, LOGICA E ESPECIFICACAO ,EDWARD HERMANN HAEUSLER,3,3WA,CCI,1,D,QUA 13-16 R510 / GAVEA  ,0,0,NÃO,INF
INF2217, LOGICA E ESPECIFICACAO ,EDWARD HERMANN HAEUSLER,3,3WA,QQC,13,D,QUA 13-16 R510 / GAVEA  ,0,0,NÃO,INF
INF2290, TOP TEORIA DA COMPUTACAO IV ,EDWARD HERMANN HAEUSLER,3,3WA,QQC,19,D,SEG 13-16 RDC / GAVEA  ,0,0,NÃO,INF
INF2291, TOP TEORIA DA COMPUTACAO V ,EDUARDO SANY LABER,3,3WA,QQC,6,D,SEG 13-16 R510 / GAVEA  ,0,0,NÃO,INF
INF2292, TRAB IND TEO COMPUTACAO IV ,EDWARD HERMANN HAEUSLER,1,3WA,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2292, TRAB IND TEO COMPUTACAO IV ,CARLOS JOSE PEREIRA DE LUCENA,1,3WB,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2292, TRAB IND TEO COMPUTACAO IV ,EDUARDO SANY LABER,1,3WC,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2293, TRAB IND TEO COMPUTACAO V ,EDWARD HERMANN HAEUSLER,2,3WA,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2293, TRAB IND TEO COMPUTACAO V ,CARLOS JOSE PEREIRA DE LUCENA,2,3WB,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2293, TRAB IND TEO COMPUTACAO V ,EDUARDO SANY LABER,2,3WC,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2294, TRAB IND TEO COMPUTACAO VI ,EDWARD HERMANN HAEUSLER,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2294, TRAB IND TEO COMPUTACAO VI ,CARLOS JOSE PEREIRA DE LUCENA,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2294, TRAB IND TEO COMPUTACAO VI ,EDUARDO SANY LABER,3,3WC,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2295, PESQ TESE I TEOR DA COMPUTACAO ,EDWARD HERMANN HAEUSLER,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2295, PESQ TESE I TEOR DA COMPUTACAO ,CARLOS JOSE PEREIRA DE LUCENA,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2295, PESQ TESE I TEOR DA COMPUTACAO ,EDUARDO SANY LABER,3,3WC,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2296, PES TESE II TEOR DA COMPUTACAO ,EDWARD HERMANN HAEUSLER,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2296, PES TESE II TEOR DA COMPUTACAO ,CARLOS JOSE PEREIRA DE LUCENA,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2296, PES TESE II TEOR DA COMPUTACAO ,EDUARDO SANY LABER,3,3WC,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2297, PESQ TESE III TEOR COMPUTACAO ,EDWARD HERMANN HAEUSLER,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2297, PESQ TESE III TEOR COMPUTACAO ,CARLOS JOSE PEREIRA DE LUCENA,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2297, PESQ TESE III TEOR COMPUTACAO ,EDUARDO SANY LABER,3,3WC,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2298, PES TESE IV TEOR DA COMPUTACAO ,EDWARD HERMANN HAEUSLER,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2298, PES TESE IV TEOR DA COMPUTACAO ,CARLOS JOSE PEREIRA DE LUCENA,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2298, PES TESE IV TEOR DA COMPUTACAO ,EDUARDO SANY LABER,3,3WC,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2324, BANCOS DE DADOS DISTRIBUIDOS ,SERGIO LIFSCHITZ,3,3WA,QQC,8,D,SEG 17-19 RDC / GAVEA  ,0,1,NÃO,INF
INF2390, TOPICOS DE BANCO DE DADOS IV ,ANTONIO LUZ FURTADO,3,3WA,QQC,13,D,QUI 13-15 R510 / GAVEA  ,0,1,NÃO,INF
INF2392, TRAB INDIV BANCO DE DADOS IV ,ANTONIO LUZ FURTADO,1,3WA,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2392, TRAB INDIV BANCO DE DADOS IV ,MARCO ANTONIO CASANOVA,1,3WB,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2393, TRAB INDIV BANCO DE DADOS V ,ANTONIO LUZ FURTADO,2,3WA,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2393, TRAB INDIV BANCO DE DADOS V ,MARCO ANTONIO CASANOVA,2,3WB,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2394, TRAB INDIV BANCO DE DADOS VI ,ANTONIO LUZ FURTADO,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2394, TRAB INDIV BANCO DE DADOS VI ,MARCO ANTONIO CASANOVA,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2542, ALGORITMOS DISTRIBUIDOS ,MARKUS ENDLER,3,3WA,QQC,12,D,SEG 10-13 R510 / GAVEA  ,0,0,NÃO,INF
INF2545, SISTEMAS DISTRIBUIDOS ,NOEMI DE LA ROCQUE RODRIGUEZ,3,3WA,CCI,3,D,TER 09-11 R510 / GAVEA  QUI 10-11 R511 / GAVEA  ,0,0,NÃO,INF
INF2545, SISTEMAS DISTRIBUIDOS ,NOEMI DE LA ROCQUE RODRIGUEZ,3,3WA,QQC,14,D,TER 09-11 R510 / GAVEA  QUI 10-11 R511 / GAVEA  ,0,0,NÃO,INF
INF2586, PESQ TESE I REDES COMPUTADORES ,LUIZ FERNANDO GOMES SOARES,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2586, PESQ TESE I REDES COMPUTADORES ,NOEMI DE LA ROCQUE RODRIGUEZ,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2586, PESQ TESE I REDES COMPUTADORES ,MARKUS ENDLER,3,3WC,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2587, PES TESE II REDES COMPUTADORES ,LUIZ FERNANDO GOMES SOARES,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2587, PES TESE II REDES COMPUTADORES ,NOEMI DE LA ROCQUE RODRIGUEZ,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2587, PES TESE II REDES COMPUTADORES ,MARKUS ENDLER,3,3WC,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2588, PESQ TESE III RED COMPUTADORES ,LUIZ FERNANDO GOMES SOARES,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2588, PESQ TESE III RED COMPUTADORES ,NOEMI DE LA ROCQUE RODRIGUEZ,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2588, PESQ TESE III RED COMPUTADORES ,MARKUS ENDLER,3,3WC,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2589, PES TESE IV REDES COMPUTADORES ,LUIZ FERNANDO GOMES SOARES,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2589, PES TESE IV REDES COMPUTADORES ,NOEMI DE LA ROCQUE RODRIGUEZ,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2589, PES TESE IV REDES COMPUTADORES ,MARKUS ENDLER,3,3WC,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2594, TOP RED COMP/SIST DISTRIB V ,LUIZ FERNANDO GOMES SOARES,3,3WA,QQC,13,D,QUA 09-12 L246 / GAVEA  ,0,0,NÃO,INF
INF2595, TRAB IND R COMP/SIST DISTR I ,LUIZ FERNANDO GOMES SOARES,1,3WA,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2595, TRAB IND R COMP/SIST DISTR I ,NOEMI DE LA ROCQUE RODRIGUEZ,1,3WB,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2595, TRAB IND R COMP/SIST DISTR I ,MARKUS ENDLER,1,3WC,QQC,9,D,GAVEA,0,1,NÃO,INF
INF2596, TRAB IND R COMP/SIST DISTR II ,LUIZ FERNANDO GOMES SOARES,2,3WA,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2596, TRAB IND R COMP/SIST DISTR II ,NOEMI DE LA ROCQUE RODRIGUEZ,2,3WB,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2596, TRAB IND R COMP/SIST DISTR II ,MARKUS ENDLER,2,3WC,QQC,9,D,GAVEA,0,2,NÃO,INF
INF2597, TRAB IND R COMP/SIST DISTR III ,LUIZ FERNANDO GOMES SOARES,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2597, TRAB IND R COMP/SIST DISTR III ,NOEMI DE LA ROCQUE RODRIGUEZ,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2597, TRAB IND R COMP/SIST DISTR III ,MARKUS ENDLER,3,3WC,QQC,9,D,GAVEA,0,3,NÃO,INF
INF2598, TRAB IND R COMP/SIST DISTR IV ,LUIZ FERNANDO GOMES SOARES,1,3WA,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2598, TRAB IND R COMP/SIST DISTR IV ,NOEMI DE LA ROCQUE RODRIGUEZ,1,3WB,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2598, TRAB IND R COMP/SIST DISTR IV ,MARKUS ENDLER,1,3WC,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2599, TRAB IND R COMP/SIST DISTR V ,LUIZ FERNANDO GOMES SOARES,2,3WA,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2599, TRAB IND R COMP/SIST DISTR V ,NOEMI DE LA ROCQUE RODRIGUEZ,2,3WB,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2599, TRAB IND R COMP/SIST DISTR V ,MARKUS ENDLER,2,3WC,QQC,4,D,GAVEA,0,2,NÃO,INF
INF2608, FUND DA COMPUTACAO GRAFICA ,MARCELO GATTASS,3,3WA,CCI,3,D,QUA 14-16 R511 / GAVEA  ,0,1,NÃO,INF
INF2608, FUND DA COMPUTACAO GRAFICA ,MARCELO GATTASS,3,3WA,QQC,15,D,QUA 14-16 R511 / GAVEA  ,0,1,NÃO,INF
INF2609, GAME AI: IA EM JOGOS 3D ,BRUNO FEIJO,3,3WA,CCI,2,D,SEG 11-13 L548 / GAVEA  QUA 11-12 R510 / GAVEA  ,0,0,NÃO,INF
INF2609, GAME AI: IA EM JOGOS 3D ,BRUNO FEIJO,3,3WA,QQC,15,D,SEG 11-13 L548 / GAVEA  QUA 11-12 R510 / GAVEA  ,0,0,NÃO,INF
INF2610, RENDERING EM TEMPO REAL ,WALDEMAR CELES FILHO,3,3WA,CCI,5,D,TER 10-13 R511 / GAVEA  ,0,0,NÃO,INF
INF2610, RENDERING EM TEMPO REAL ,WALDEMAR CELES FILHO,3,3WA,QQC,12,D,TER 10-13 R511 / GAVEA  ,0,0,NÃO,INF
INF2686, PESQ TESE I EM COMP GRAFICA ,MARCELO GATTASS,3,3WA,QQC,9,D,GAVEA,0,3,NÃO,INF
INF2686, PESQ TESE I EM COMP GRAFICA ,BRUNO FEIJO,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2686, PESQ TESE I EM COMP GRAFICA ,ALBERTO BARBOSA RAPOSO,3,3WD,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2686, PESQ TESE I EM COMP GRAFICA ,WALDEMAR CELES FILHO,3,3WE,QQC,9,D,GAVEA,0,3,NÃO,INF
INF2687, PESQ TESE II EM COMP GRAFICA ,MARCELO GATTASS,3,3WA,QQC,9,D,GAVEA,0,3,NÃO,INF
INF2687, PESQ TESE II EM COMP GRAFICA ,BRUNO FEIJO,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2687, PESQ TESE II EM COMP GRAFICA ,ALBERTO BARBOSA RAPOSO,3,3WD,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2687, PESQ TESE II EM COMP GRAFICA ,WALDEMAR CELES FILHO,3,3WE,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2688, PESQ TESE III EM COMP GRAFICA ,MARCELO GATTASS,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2688, PESQ TESE III EM COMP GRAFICA ,BRUNO FEIJO,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2688, PESQ TESE III EM COMP GRAFICA ,ALBERTO BARBOSA RAPOSO,3,3WD,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2688, PESQ TESE III EM COMP GRAFICA ,WALDEMAR CELES FILHO,3,3WE,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2689, PESQ TESE IV EM COMP GRAFICA ,MARCELO GATTASS,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2689, PESQ TESE IV EM COMP GRAFICA ,BRUNO FEIJO,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2689, PESQ TESE IV EM COMP GRAFICA ,ALBERTO BARBOSA RAPOSO,3,3WD,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2689, PESQ TESE IV EM COMP GRAFICA ,WALDEMAR CELES FILHO,3,3WE,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2690, TOP DE COMPUTACAO GRAFICA IV ,ALBERTO BARBOSA RAPOSO,3,3WA,QQC,15,D,SEG 17-19 RDC / GAVEA  ,0,1,NÃO,INF
INF2692, TRAB IND EM COMP GRAFICA IV ,MARCELO GATTASS,1,3WA,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2692, TRAB IND EM COMP GRAFICA IV ,BRUNO FEIJO,1,3WB,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2692, TRAB IND EM COMP GRAFICA IV ,HELIO CORTES VIEIRA LOPES,1,3WC,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2692, TRAB IND EM COMP GRAFICA IV ,ALBERTO BARBOSA RAPOSO,1,3WD,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2692, TRAB IND EM COMP GRAFICA IV ,WALDEMAR CELES FILHO,1,3WE,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2693, TRAB IND EM COMP GRAFICA V ,MARCELO GATTASS,2,3WA,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2693, TRAB IND EM COMP GRAFICA V ,BRUNO FEIJO,2,3WB,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2693, TRAB IND EM COMP GRAFICA V ,HELIO CORTES VIEIRA LOPES,2,3WC,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2693, TRAB IND EM COMP GRAFICA V ,ALBERTO BARBOSA RAPOSO,2,3WD,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2693, TRAB IND EM COMP GRAFICA V ,WALDEMAR CELES FILHO,2,3WE,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2694, TRAB IND EM COMP GRAFICA VI ,MARCELO GATTASS,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2694, TRAB IND EM COMP GRAFICA VI ,BRUNO FEIJO,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2694, TRAB IND EM COMP GRAFICA VI ,HELIO CORTES VIEIRA LOPES,3,3WC,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2694, TRAB IND EM COMP GRAFICA VI ,ALBERTO BARBOSA RAPOSO,3,3WD,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2706, INTR A INTER HUMANO-COMPUTADOR ,CLARISSE SIECKENIUS DE SOUZA,3,3WA,CCI,5,D,TER 13-16 R510 / GAVEA  ,0,0,NÃO,INF
INF2706, INTR A INTER HUMANO-COMPUTADOR ,CLARISSE SIECKENIUS DE SOUZA,3,3WA,QQC,11,D,TER 13-16 R510 / GAVEA  ,0,0,NÃO,INF
INF2786, PESQ TESE I INT HUM-COMPUTADOR ,CLARISSE SIECKENIUS DE SOUZA,3,3WA,QQC,8,D,GAVEA,0,3,NÃO,INF
INF2786, PESQ TESE I INT HUM-COMPUTADOR ,SIMONE DINIZ JUNQUEIRA BARBOSA,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2786, PESQ TESE I INT HUM-COMPUTADOR ,HUGO FUKS,3,3WC,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2786, PESQ TESE I INT HUM-COMPUTADOR ,ALBERTO BARBOSA RAPOSO,3,3WD,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2787, PES TESE II INT HUM-COMPUTADOR ,CLARISSE SIECKENIUS DE SOUZA,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2787, PES TESE II INT HUM-COMPUTADOR ,SIMONE DINIZ JUNQUEIRA BARBOSA,3,3WB,QQC,9,D,GAVEA,0,3,NÃO,INF
INF2787, PES TESE II INT HUM-COMPUTADOR ,HUGO FUKS,3,3WC,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2787, PES TESE II INT HUM-COMPUTADOR ,ALBERTO BARBOSA RAPOSO,3,3WD,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2788, PES TES III INT HUM-COMPUTADOR ,CLARISSE SIECKENIUS DE SOUZA,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2788, PES TES III INT HUM-COMPUTADOR ,SIMONE DINIZ JUNQUEIRA BARBOSA,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2788, PES TES III INT HUM-COMPUTADOR ,HUGO FUKS,3,3WC,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2788, PES TES III INT HUM-COMPUTADOR ,ALBERTO BARBOSA RAPOSO,3,3WD,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2789, PES TESE IV INT HUM-COMPUTADOR ,CLARISSE SIECKENIUS DE SOUZA,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2789, PES TESE IV INT HUM-COMPUTADOR ,SIMONE DINIZ JUNQUEIRA BARBOSA,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2789, PES TESE IV INT HUM-COMPUTADOR ,HUGO FUKS,3,3WC,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2789, PES TESE IV INT HUM-COMPUTADOR ,ALBERTO BARBOSA RAPOSO,3,3WD,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2793, TOP INTER HUM-COMPUTADOR IV ,SIMONE DINIZ JUNQUEIRA BARBOSA,3,3WA,QQC,4,D,QUA 10-13 RDC / GAVEA  ,0,0,NÃO,INF
INF2795, TRAB IND INTER HUM-COMPUT I ,CLARISSE SIECKENIUS DE SOUZA,1,3WA,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2795, TRAB IND INTER HUM-COMPUT I ,SIMONE DINIZ JUNQUEIRA BARBOSA,1,3WB,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2795, TRAB IND INTER HUM-COMPUT I ,HUGO FUKS,1,3WC,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2795, TRAB IND INTER HUM-COMPUT I ,ALBERTO BARBOSA RAPOSO,1,3WD,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2796, TRAB IND INTER HUM-COMPUT II ,CLARISSE SIECKENIUS DE SOUZA,2,3WA,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2796, TRAB IND INTER HUM-COMPUT II ,SIMONE DINIZ JUNQUEIRA BARBOSA,2,3WB,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2796, TRAB IND INTER HUM-COMPUT II ,HUGO FUKS,2,3WC,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2796, TRAB IND INTER HUM-COMPUT II ,ALBERTO BARBOSA RAPOSO,2,3WD,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2797, TRAB IND INTER HUM-COMPUT III ,CLARISSE SIECKENIUS DE SOUZA,2,3WA,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2797, TRAB IND INTER HUM-COMPUT III ,SIMONE DINIZ JUNQUEIRA BARBOSA,2,3WB,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2797, TRAB IND INTER HUM-COMPUT III ,HUGO FUKS,2,3WC,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2797, TRAB IND INTER HUM-COMPUT III ,ALBERTO BARBOSA RAPOSO,2,3WD,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2798, TRAB IND INTER HUM-COMPUT IV ,CLARISSE SIECKENIUS DE SOUZA,3,3WA,QQC,9,D,GAVEA,0,3,NÃO,INF
INF2798, TRAB IND INTER HUM-COMPUT IV ,SIMONE DINIZ JUNQUEIRA BARBOSA,3,3WB,QQC,9,D,GAVEA,0,3,NÃO,INF
INF2798, TRAB IND INTER HUM-COMPUT IV ,HUGO FUKS,3,3WC,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2798, TRAB IND INTER HUM-COMPUT IV ,ALBERTO BARBOSA RAPOSO,3,3WD,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2799, TRAB IND INTER HUM-COMPUT V ,CLARISSE SIECKENIUS DE SOUZA,3,3WA,QQC,9,D,GAVEA,0,3,NÃO,INF
INF2799, TRAB IND INTER HUM-COMPUT V ,SIMONE DINIZ JUNQUEIRA BARBOSA,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2799, TRAB IND INTER HUM-COMPUT V ,HUGO FUKS,3,3WC,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2799, TRAB IND INTER HUM-COMPUT V ,ALBERTO BARBOSA RAPOSO,3,3WD,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2802, AUTORIA APLICACOES HIPERMIDIA ,DANIEL SCHWABE,3,3WA,CCI,5,D,QUA 17-20 R510 / GAVEA  ,0,0,NÃO,INF
INF2802, AUTORIA APLICACOES HIPERMIDIA ,DANIEL SCHWABE,3,3WA,QQC,7,D,QUA 17-20 R510 / GAVEA  ,0,0,NÃO,INF
INF2806, PESQ TESE I LING PROGRAMACAO ,ROBERTO IERUSALIMSCHY,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2806, PESQ TESE I LING PROGRAMACAO ,NOEMI DE LA ROCQUE RODRIGUEZ,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2806, PESQ TESE I LING PROGRAMACAO ,EDWARD HERMANN HAEUSLER,3,3WD,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2807, PESQ TESE II LING PROGRAMACAO ,ROBERTO IERUSALIMSCHY,3,3WA,QQC,9,D,GAVEA,0,3,NÃO,INF
INF2807, PESQ TESE II LING PROGRAMACAO ,NOEMI DE LA ROCQUE RODRIGUEZ,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2807, PESQ TESE II LING PROGRAMACAO ,EDWARD HERMANN HAEUSLER,3,3WD,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2808, PESQ TESE III LING PROGRAMACAO ,ROBERTO IERUSALIMSCHY,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2808, PESQ TESE III LING PROGRAMACAO ,NOEMI DE LA ROCQUE RODRIGUEZ,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2808, PESQ TESE III LING PROGRAMACAO ,EDWARD HERMANN HAEUSLER,3,3WD,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2809, PESQ TESE IV LING PROGRAMACAO ,ROBERTO IERUSALIMSCHY,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2809, PESQ TESE IV LING PROGRAMACAO ,NOEMI DE LA ROCQUE RODRIGUEZ,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2809, PESQ TESE IV LING PROGRAMACAO ,EDWARD HERMANN HAEUSLER,3,3WD,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2813, TRAB IND LING PROGRAMACAO I ,ROBERTO IERUSALIMSCHY,1,3WA,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2813, TRAB IND LING PROGRAMACAO I ,NOEMI DE LA ROCQUE RODRIGUEZ,1,3WB,QQC,9,D,GAVEA,0,1,NÃO,INF
INF2813, TRAB IND LING PROGRAMACAO I ,EDWARD HERMANN HAEUSLER,1,3WD,QQC,10,D,GAVEA,0,1,NÃO,INF
INF2814, TRAB IND LING PROGRAMACAO II ,ROBERTO IERUSALIMSCHY,2,3WA,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2814, TRAB IND LING PROGRAMACAO II ,NOEMI DE LA ROCQUE RODRIGUEZ,2,3WB,QQC,9,D,GAVEA,0,2,NÃO,INF
INF2814, TRAB IND LING PROGRAMACAO II ,EDWARD HERMANN HAEUSLER,2,3WD,QQC,10,D,GAVEA,0,2,NÃO,INF
INF2815, TRAB IND LING PROGRAMACAO III ,ROBERTO IERUSALIMSCHY,3,3WA,QQC,10,D,GAVEA,0,3,NÃO,INF
INF2815, TRAB IND LING PROGRAMACAO III ,NOEMI DE LA ROCQUE RODRIGUEZ,3,3WB,QQC,10,D,GAVEA,0,3,NÃO,INF
